strategy,capital,final,tot_ret,mdd,calmar,avg_cash_pct,avg_zero_alloc,avg_held,fee
ADAPT_K20_ADV50M,50000,81179.84390000002,62.35968780000005,-13.507137840927708,4.616795100072586,1.5185001834549698,0.0,20.0,870.4561
ADAPT_K20_ADV50M,100000,162867.58750000005,62.867587500000056,-13.56903708765683,4.633164983916803,0.6337592189122063,0.0,20.0,1762.4124999999997
ADAPT_K20_ADV50M,200000,326206.7409000004,63.103370450000185,-13.616788487589524,4.634232991686199,0.2663501360561933,0.0,20.0,3541.0591000000004
TRD_K30_ADV50M,10000,17754.231399999993,77.54231399999993,-17.807217856946888,4.354544018213907,22.56933123923676,2.888888888888889,27.11111111111111,98.0686
TRD_K30_ADV50M,20000,38801.68230000004,94.0084115000002,-19.168543751753102,4.904306384328358,8.20446725446353,0.0,30.0,238.9177
TRD_K30_ADV50M,30000,59269.133499999996,97.56377833333332,-19.367440264085257,5.03751538680382,6.623840952186672,0.0,30.0,364.3665
TRD_K30_ADV50M,50000,100994.58900000005,101.9891780000001,-19.782856562128444,5.155432314827796,3.6255872623874796,0.0,30.0,631.6109999999999
TRD_K30_ADV50M,100000,203652.0306000001,103.65203060000007,-19.908602256050727,5.206394164035178,1.7568468472521765,0.0,30.0,1288.8693999999998
TRD_K30_ADV50M,200000,408825.7947000002,104.41289735000012,-20.009624649667547,5.218133732045539,0.892450875766656,0.0,30.0,2601.0053
ADAPT_K30_ADV50M,10000,14117.259800000018,41.17259800000017,-12.574097464145629,3.274397873676552,15.583566417502867,1.4444444444444444,28.555555555555557,132.1402
ADAPT_K30_ADV50M,20000,29439.05610000002,47.1952805000001,-13.22185301243954,3.5694906346029773,6.765749963340164,0.0,30.0,299.7439
ADAPT_K30_ADV50M,30000,44272.12450000003,47.573748333333434,-13.560148505838091,3.508350097556186,4.97254814175016,0.0,30.0,457.3755
ADAPT_K30_ADV50M,50000,74884.82240000003,49.76964480000006,-13.752674917525725,3.6189065108036615,2.906905008437349,0.0,30.0,786.5776000000001
ADAPT_K30_ADV50M,100000,150311.53490000012,50.31153490000011,-13.938253485901313,3.6096010845900275,1.293293156847611,0.0,30.0,1599.6651000000002
ADAPT_K30_ADV50M,200000,301451.72490000003,50.725862450000015,-13.984928992300155,3.627180551143931,0.6181157164916087,0.0,30.0,3229.8751
